exit_date_utc,equity
start,10000.00
2023-09-14 14:00,9900.00
2023-09-21 01:00,9801.00
2023-09-27 12:00,10001.00
2023-09-28 13:00,10001.00
2023-09-29 12:00,10199.00
2023-10-02 10:00,10100.99
2023-10-06 16:00,9999.98
2023-10-12 13:00,9899.98
2023-10-20 08:00,10097.98
2023-10-23 15:00,9997.00
2023-10-24 13:00,9997.00
2023-10-27 09:00,9897.03
2023-11-03 13:00,9796.02
2023-11-03 15:00,9993.96
2023-11-07 12:00,9894.02
2023-11-29 17:00,9894.02
2023-11-30 08:00,9894.02
2023-12-07 15:00,9795.08
2023-12-08 14:00,9795.08
2023-12-12 14:00,9697.13
2023-12-13 20:00,9600.16
2023-12-21 14:00,9798.04
2023-12-27 17:00,9995.92
2023-12-28 10:00,9899.92
2024-01-02 11:00,9899.92
2024-01-02 15:00,9899.92
2024-01-11 14:00,9800.92
2024-01-18 00:00,9702.91
2024-01-23 07:00,9605.88
2024-01-24 14:00,9509.82
2024-02-13 14:00,9700.02
2024-03-06 16:00,9604.92
2024-03-08 14:00,9506.91
2024-03-14 16:00,9506.91
2024-03-18 15:00,9700.91
2024-03-20 21:00,9601.91
2024-03-21 09:00,9795.93
2024-03-22 21:00,9795.93
2024-03-28 15:00,9795.93
2024-04-01 15:00,9991.85
2024-04-03 15:00,9891.93
2024-04-03 17:00,10087.85
2024-04-04 11:00,10289.61
2024-04-12 13:00,10186.71
2024-04-12 13:00,10088.75
2024-04-17 19:00,10088.75
2024-04-19 02:00,10290.53
2024-04-19 02:00,10290.53
2024-04-22 02:00,10187.62
2024-04-22 04:00,10084.72
2024-04-23 01:00,9981.81
2024-04-30 14:00,9981.81
2024-05-03 13:00,9981.81
2024-05-07 08:00,9881.99
2024-05-17 14:00,10079.63
2024-05-22 07:00,10279.27
2024-05-22 19:00,10178.47
2024-05-29 15:00,10076.69
2024-06-04 01:00,10276.32
2024-06-05 17:00,10173.56
2024-06-07 13:00,10071.82
2024-06-26 09:00,10071.82
2024-06-28 08:00,10071.82
2024-07-12 15:00,9971.11
2024-07-17 08:00,9971.11
2024-07-22 14:00,9971.11
2024-07-24 13:00,9870.39
2024-07-24 14:00,10069.81
2024-07-29 15:00,9970.10
2024-08-01 09:00,10171.49
2024-08-02 13:00,10071.79
2024-08-05 06:00,10271.22
2024-08-05 07:00,10472.61
2024-08-07 02:00,10367.89
2024-08-07 16:00,10367.89
2024-08-08 13:00,10264.21
2024-08-13 10:00,10161.57
2024-08-21 19:00,10364.80
2024-08-28 09:00,10572.09
2024-08-29 08:00,10572.09
2024-08-29 09:00,10468.44
2024-09-06 14:00,10363.76
2024-09-06 15:00,10363.76
2024-09-12 05:00,10260.12
2024-09-12 08:00,10155.44
2024-09-12 18:00,10051.80
2024-09-16 20:00,10051.80
2024-09-25 17:00,10051.80
2024-09-25 22:00,10051.80
2024-09-27 19:00,9951.28
2024-10-01 09:00,9850.76
2024-10-04 13:00,9750.25
2024-10-07 13:00,9650.73
2024-10-17 03:00,9650.73
2024-10-17 13:00,9847.75
2024-10-31 11:00,9749.27
2024-11-01 13:00,9749.27
2024-11-03 23:00,9749.27
2024-11-05 12:00,9749.27
2024-11-06 01:00,9749.27
2024-11-21 18:00,9944.26
2024-11-22 10:00,10143.28
2024-11-25 00:00,10045.79
2024-11-26 00:00,9945.33
2024-11-27 14:00,9843.90
2024-12-02 16:00,9745.46
2024-12-12 09:00,9745.46
2024-12-12 09:00,9648.01
2024-12-18 20:00,9846.91
2024-12-18 21:00,10041.82
2024-12-29 23:00,10041.82
2024-12-30 12:00,9941.40
2025-01-02 11:00,10140.23
2025-01-06 09:00,10040.82
2025-01-10 14:00,10040.82
2025-01-14 00:00,10040.82
2025-01-14 09:00,9940.41
2025-01-20 15:00,9843.93
2025-01-28 00:00,9843.93
2025-01-31 02:00,9745.49
2025-02-02 23:00,9648.03
2025-02-02 23:00,9648.03
2025-02-07 03:00,9551.55
2025-02-25 13:00,9456.04
2025-02-27 15:00,9456.04
2025-02-28 19:00,9360.52
2025-03-03 12:00,9265.96
2025-03-03 15:00,9172.36
