exit_date_utc,equity
start,10000.00
2012-03-06 15:00,10150.00
2012-03-13 19:00,10200.75
2012-03-26 13:00,10251.75
2012-03-28 18:00,10149.24
2012-04-03 19:00,10047.74
2012-04-10 17:00,9947.27
2012-04-24 12:00,9997.00
2012-04-25 18:00,10046.99
2012-05-15 06:00,10197.69
2012-05-18 10:00,10095.72
2012-05-23 01:00,10247.15
2012-05-25 08:00,10144.68
2012-06-01 13:00,10043.23
2012-06-06 19:00,10093.45
2012-06-21 13:00,9992.51
2012-07-06 09:00,10142.40
2012-07-17 09:00,10193.11
2012-07-25 13:00,10091.18
2012-09-03 16:00,10242.55
2012-09-21 13:00,10396.19
2012-09-24 10:00,10292.23
2012-09-26 13:00,10189.31
2012-10-12 18:00,10087.41
2012-11-02 17:00,10238.72
2012-11-07 07:00,10136.34
2012-12-12 18:00,10034.97
2013-01-02 16:00,10085.15
2013-01-17 16:00,10135.57
2013-01-23 16:00,10034.22
2013-02-20 12:00,10184.73
2013-02-26 17:00,10082.88
2013-03-17 23:00,9982.05
2013-03-25 13:00,9882.23
2013-04-15 02:00,10030.47
2013-04-18 10:00,9930.16
2013-05-01 13:00,9830.86
2013-05-16 08:00,9978.32
2013-06-26 02:00,10128.00
2013-07-01 00:00,10026.72
2013-07-05 14:00,10177.12
2013-07-22 16:00,10329.78
2013-09-12 09:00,10381.43
2013-09-18 20:00,10277.61
2013-09-25 15:00,10174.84
2013-10-25 18:00,10073.09
2013-10-31 12:00,9972.36
2013-12-19 09:00,10121.94
2013-12-31 16:00,10020.72
2014-02-17 02:00,10171.03
2014-03-20 00:00,10221.89
2014-05-05 02:00,10273.00
2014-05-27 13:00,10170.27
2014-06-05 13:00,10221.12
2014-06-25 03:00,10118.91
2014-07-03 12:00,10169.50
2014-07-14 07:00,10220.35
2014-09-12 15:00,10373.65
2014-10-09 13:00,10425.52
2014-10-17 15:00,10477.65
2014-10-22 13:00,10530.04
2014-11-05 06:00,10687.99
2014-11-07 14:00,10581.11
2014-11-18 15:00,10634.02
2014-11-28 18:00,10527.68
2014-12-15 21:00,10422.40
2015-01-06 08:00,10318.17
2015-01-13 02:00,10472.95
2015-01-16 15:00,10630.04
2015-02-11 15:00,10523.74
2015-02-18 17:00,10681.60
2015-03-26 08:00,10735.00
2015-04-27 15:00,10788.68
2015-05-26 13:00,10680.79
2015-06-18 09:00,10573.99
2015-07-08 14:00,10626.86
2015-07-15 16:00,10786.26
2015-07-20 02:00,10948.05
2015-07-24 18:00,11002.79
2015-07-31 14:00,10892.76
2015-08-20 23:00,11056.16
2015-09-09 15:00,10945.59
2015-09-16 14:00,10836.14
2015-10-02 13:00,10836.14
2015-10-29 14:00,10727.78
2015-11-04 19:00,10888.69
2015-11-06 14:00,11052.02
2015-11-12 15:00,11107.28
2015-11-16 00:00,10996.21
2015-12-04 15:00,11051.19
2015-12-11 02:00,10940.68
