exit_date_utc,equity
start,10000.00
2023-10-12 18:00,9900.00
2023-10-24 08:00,9801.00
2023-10-24 15:00,9850.50
2023-10-26 07:00,9899.75
2023-10-27 19:00,9800.75
2023-11-20 03:00,9702.75
2023-12-07 07:00,9751.75
2023-12-07 16:00,9897.29
2023-12-19 09:00,9946.78
2023-12-19 09:00,9847.81
2024-01-03 12:00,9749.33
2024-04-11 15:00,9895.57
2024-04-26 04:00,10041.81
2024-04-26 21:00,10190.24
2024-04-26 21:00,10340.87
2024-05-01 21:00,10237.46
2024-05-08 15:00,10391.02
2024-05-13 15:00,10546.89
2024-05-16 14:00,10599.62
2024-05-30 05:00,10652.62
2024-06-03 15:00,10546.09
2024-06-13 09:00,10705.09
2024-06-20 09:00,10863.28
2024-06-21 15:00,10754.65
2024-06-28 14:00,10808.42
2024-07-03 06:00,10969.74
2024-07-03 15:00,10860.04
2024-07-08 12:00,11022.17
2024-07-11 07:00,11187.50
2024-07-19 06:00,11243.44
2024-07-24 04:00,11412.09
2024-07-25 04:00,11579.90
2024-07-30 07:00,11464.10
2024-08-01 02:00,11636.06
2024-08-02 16:00,11807.25
2024-08-04 23:00,11981.79
2024-08-07 02:00,12040.82
2024-09-02 00:00,11920.41
2024-09-02 14:00,11800.60
2024-09-12 01:00,11859.60
2024-09-19 01:00,11741.00
2024-09-19 01:00,11800.01
2024-10-02 11:00,11682.01
2024-10-04 14:00,11857.24
2024-10-23 01:00,12035.10
2024-11-05 19:00,11914.74
2024-11-15 17:00,11974.03
2024-11-15 19:00,12033.60
2024-11-19 21:00,11913.27
2024-11-27 07:00,12091.97
2024-11-29 19:00,12270.67
2024-12-04 08:00,12331.13
2024-12-04 10:00,12208.42
2024-12-18 21:00,12391.55
2024-12-19 16:00,12577.42
2025-01-13 06:00,12766.08
2025-02-05 03:00,12640.31
2025-02-12 02:00,12703.51
2025-03-18 03:00,12767.03
2025-03-18 09:00,12639.36
2025-03-19 19:00,12512.97
2025-03-28 15:00,12387.84
2025-04-03 15:00,12261.45
2025-04-25 04:00,12322.75
2025-05-05 09:00,12384.37
2025-05-12 08:00,12570.13
2025-05-14 10:00,12444.43
2025-05-20 08:00,12319.99
2025-05-29 16:00,12196.79
2025-07-08 01:00,12379.74
2025-07-31 14:00,12257.13
2025-08-01 14:00,12133.33
2025-08-01 15:00,12010.76
2025-08-06 10:00,11890.65
2025-08-14 01:00,11771.74
2025-08-22 15:00,11654.03
2025-08-28 04:00,11537.49
2025-09-01 14:00,11420.95
2025-09-05 15:00,11306.74
2025-09-18 17:00,11363.27
2025-09-29 09:00,11249.64
2025-09-30 07:00,11306.45
2025-10-05 22:00,11193.39
2025-10-10 21:00,11081.45
2025-10-14 07:00,10970.64
2025-10-28 14:00,10860.93
2025-11-20 02:00,11028.83
2025-11-20 15:00,11191.75
2025-12-01 02:00,11247.71
2025-12-09 08:00,11135.23
2025-12-15 06:00,11191.47
2025-12-29 01:00,11247.43
2026-01-05 01:00,11416.14
2026-01-05 13:00,11301.98
2026-01-05 23:00,11469.85
2026-01-09 15:00,11641.90
2026-01-16 03:00,11700.11
2026-01-19 00:00,11758.31
2026-01-26 03:00,11640.73
2026-01-29 16:00,11524.32
2026-02-05 16:00,11581.95
2026-02-24 08:00,11466.13
2026-03-12 01:00,11349.72
2026-03-16 08:00,11407.05
2026-03-19 08:00,11292.98
2026-03-19 18:00,11179.48
2026-03-30 02:00,11235.38
2026-03-30 08:00,11123.58
2026-04-01 15:00,11012.35
2026-04-30 05:00,11177.53
2026-04-30 11:00,11065.76
2026-04-30 11:00,11120.82
2026-05-11 15:00,11009.61
2026-05-21 08:00,10899.52
2026-06-05 19:00,10790.52
2026-06-17 20:00,10955.67
2026-06-18 19:00,11120.00
2026-06-22 15:00,11175.60
2026-07-01 01:00,11343.23
2026-07-15 17:00,11513.38
2026-07-23 13:00,11683.53
2026-07-29 05:00,11566.70
2026-07-30 14:00,11451.03
