exit_date_utc,equity
start,10000.00
2023-10-12 18:00,9900.00
2023-10-24 08:00,9801.00
2023-10-24 09:00,9702.00
2023-10-24 15:00,9751.50
2023-10-26 07:00,9800.26
2023-10-27 09:00,9702.74
2023-10-27 19:00,9604.74
2023-11-03 16:00,9748.81
2023-11-07 12:00,9652.76
2023-11-08 16:00,9700.79
2023-11-20 03:00,9604.26
2023-11-27 11:00,9749.77
2023-11-29 12:00,9798.52
2023-11-29 17:00,9847.02
2023-12-01 16:00,9750.98
2023-12-05 08:00,9653.47
2023-12-07 09:00,9555.98
2023-12-07 15:00,9459.44
2023-12-07 16:00,9603.51
2023-12-07 17:00,9506.97
2023-12-13 21:00,9649.58
2023-12-19 09:00,9553.08
2023-12-27 15:00,9697.15
2023-12-28 02:00,9841.90
2023-12-28 10:00,9745.40
2024-01-02 03:00,9647.95
2024-01-04 11:00,9695.96
2024-01-26 08:00,9599.01
2024-02-01 07:00,9503.02
2024-02-05 00:00,9407.99
2024-03-06 16:00,9313.91
2024-03-08 14:00,9216.95
2024-03-12 13:00,9263.52
2024-03-14 15:00,9170.88
2024-03-18 20:00,9073.37
2024-03-20 01:00,9218.81
2024-03-20 21:00,9121.36
2024-03-21 09:00,9257.46
2024-03-22 21:00,9303.06
2024-03-28 15:00,9349.58
2024-04-01 16:00,9489.12
2024-04-03 15:00,9394.23
2024-04-04 04:00,9534.48
2024-04-05 16:00,9580.76
2024-04-10 13:00,9628.67
2024-04-12 07:00,9532.86
2024-04-16 07:00,9581.60
2024-04-18 03:00,9629.27
2024-04-19 02:00,9677.18
2024-04-22 01:00,9724.84
2024-04-22 04:00,9628.07
2024-04-22 17:00,9766.93
2024-04-23 01:00,9670.16
2024-04-23 12:00,9718.54
2024-04-25 05:00,9865.05
2024-04-26 07:00,10010.49
2024-04-26 09:00,10059.81
2024-04-30 14:00,10108.41
2024-05-01 21:00,10007.32
2024-05-03 13:00,10055.47
2024-05-09 10:00,10206.30
2024-05-09 12:00,10105.70
2024-05-14 02:00,10258.79
2024-05-22 07:00,10412.68
2024-05-22 19:00,10463.97
2024-05-22 21:00,10361.38
2024-05-23 19:00,10257.26
2024-05-30 05:00,10308.54
2024-05-31 03:00,10357.13
2024-06-03 15:00,10253.56
2024-06-04 11:00,10304.86
2024-06-09 22:00,10355.13
2024-06-10 18:00,10252.09
2024-06-12 16:00,10303.86
2024-06-13 16:00,10355.15
2024-06-21 15:00,10509.72
2024-06-21 15:00,10406.17
2024-06-26 09:00,10457.71
2024-06-27 14:00,10510.00
2024-06-28 14:00,10562.03
2024-07-01 07:00,10458.48
2024-07-01 15:00,10615.35
2024-07-03 14:00,10773.78
2024-07-03 15:00,10667.62
2024-07-11 13:00,10720.96
2024-07-12 11:00,10880.97
2024-07-12 15:00,10778.45
2024-07-16 21:00,10830.75
2024-07-19 06:00,10884.64
2024-07-22 14:00,10934.92
2024-07-24 13:00,10828.76
2024-07-24 14:00,10992.03
2024-07-24 20:00,11154.49
2024-07-25 08:00,11316.95
2024-07-29 15:00,11209.17
2024-07-30 07:00,11096.00
2024-08-01 02:00,11262.44
2024-08-01 09:00,11154.66
2024-08-01 15:00,11317.09
2024-08-04 23:00,11486.02
2024-08-05 00:00,11650.90
2024-08-05 06:00,11818.22
2024-08-07 02:00,11700.04
2024-08-07 10:00,11756.62
2024-08-12 09:00,11813.21
2024-08-12 16:00,11695.64
2024-08-13 14:00,11577.46
2024-08-23 09:00,11751.12
2024-08-23 15:00,11809.88
2024-08-28 16:00,11983.54
2024-08-28 17:00,11865.44
2024-08-29 02:00,11924.49
2024-08-29 15:00,11808.72
2024-09-02 14:00,11692.21
2024-09-06 13:00,11750.67
2024-09-06 14:00,11633.75
2024-09-06 15:00,11692.21
2024-09-06 16:00,11574.70
2024-09-11 06:00,11458.95
2024-09-11 11:00,11516.83
2024-09-12 05:00,11401.08
2024-09-12 18:00,11285.91
2024-09-12 20:00,11170.74
2024-09-18 19:00,11053.82
2024-09-19 01:00,11112.28
2024-09-25 17:00,11167.84
2024-09-25 22:00,11223.41
2024-09-27 05:00,11281.66
2024-09-27 19:00,11170.54
2024-10-01 09:00,11059.41
2024-10-02 11:00,10946.60
2024-10-03 08:00,10835.47
2024-10-04 13:00,10722.66
2024-10-04 13:00,10777.39
2024-10-04 13:00,10831.57
2024-10-07 13:00,10719.86
2024-10-14 14:00,10773.46
2024-10-16 07:00,10665.73
2024-10-17 02:00,10719.60
2024-10-22 05:00,10773.19
2024-10-23 08:00,10935.67
2024-10-25 13:00,10826.31
2024-10-29 13:00,10990.35
2024-10-30 09:00,10880.44
2024-11-01 14:00,10934.57
2024-11-01 18:00,10825.77
2024-11-03 23:00,10715.87
2024-11-04 04:00,10769.46
2024-11-06 01:00,10823.04
2024-11-07 16:00,10714.81
2024-11-13 16:00,10875.53
2024-11-15 17:00,10929.69
2024-11-18 20:00,10984.07
2024-11-18 23:00,10874.77
2024-11-19 21:00,10766.03
2024-11-22 09:00,10926.75
2024-11-22 10:00,11088.24
2024-11-27 09:00,11254.56
2024-11-27 14:00,11145.29
2024-12-04 06:00,11201.02
2024-12-04 10:00,11089.57
2024-12-12 09:00,11145.02
2024-12-12 15:00,11200.46
2024-12-13 10:00,11256.32
2024-12-17 17:00,11417.04
2025-01-02 11:00,11583.38
2025-01-06 12:00,11467.55
2025-01-06 13:00,11524.63
2025-01-10 14:00,11582.26
2025-01-13 10:00,11755.99
2025-01-13 23:00,11813.90
2025-01-20 15:00,11699.73
2025-02-02 23:00,11756.01
2025-02-02 23:00,11639.02
2025-02-04 16:00,11696.10
2025-02-07 03:00,11579.14
2025-02-14 09:00,11463.89
2025-02-25 13:00,11348.10
2025-02-25 16:00,11402.26
2025-02-27 14:00,11460.74
2025-02-28 08:00,11346.72
2025-02-28 11:00,11404.04
2025-03-05 15:00,11577.72
2025-03-05 20:00,11634.74
2025-03-06 03:00,11520.13
2025-03-12 07:00,11577.73
2025-03-18 09:00,11749.69
2025-03-18 09:00,11632.13
2025-03-19 08:00,11689.73
2025-03-19 19:00,11572.83
2025-03-21 16:00,11456.51
2025-03-28 15:00,11341.94
2025-03-31 09:00,11227.38
2025-04-01 15:00,11284.09
2025-04-03 14:00,11171.25
2025-04-03 15:00,11054.93
2025-04-04 03:00,11224.19
2025-04-04 08:00,11280.61
2025-04-16 16:00,11167.80
2025-04-25 00:00,11223.92
2025-04-25 04:00,11280.04
2025-04-29 11:00,11336.44
2025-05-05 09:00,11393.13
2025-05-08 07:00,11449.81
2025-05-12 08:00,11620.71
2025-05-13 17:00,11790.75
2025-05-14 10:00,11674.55
2025-05-20 08:00,11557.80
2025-05-20 15:00,11441.05
2025-05-27 08:00,11499.43
2025-05-28 15:00,11384.43
2025-05-29 14:00,11270.59
2025-05-29 16:00,11156.74
2025-06-12 02:00,11045.18
2025-06-19 15:00,11102.10
2025-06-24 04:00,10991.08
2025-06-26 00:00,11165.60
2025-07-02 12:00,11221.43
2025-07-02 15:00,11277.21
2025-07-07 03:00,11165.55
2025-07-11 01:00,11221.38
2025-07-11 13:00,11109.17
2025-07-15 16:00,10997.51
2025-07-16 15:00,11053.06
2025-07-22 13:00,10942.53
2025-07-28 08:00,10833.10
2025-07-29 03:00,10723.68
2025-07-29 08:00,10614.25
2025-07-30 19:00,10670.66
2025-07-31 14:00,10557.85
2025-08-01 13:00,10452.27
2025-08-01 14:00,10346.13
2025-08-01 14:00,10239.42
2025-08-01 15:00,10133.84
2025-08-06 10:00,10032.50
2025-08-06 11:00,9931.17
2025-08-07 20:00,9824.46
2025-08-08 09:00,9879.97
