exit_date_utc,equity
start,10000.00
2020-02-28 21:00,10150.00
2020-03-09 02:00,10302.25
2020-03-12 18:00,10199.23
2020-03-26 19:00,10097.24
2020-04-30 20:00,9996.26
2020-05-08 13:00,10046.24
2020-05-20 16:00,10096.48
2020-05-29 05:00,9995.51
2020-06-08 15:00,10045.49
2020-06-23 13:00,10095.72
2020-06-25 03:00,9994.76
2020-07-08 08:00,9894.81
2021-02-02 15:00,9944.28
2021-02-09 02:00,9994.01
2021-02-16 01:00,10143.92
2021-02-19 09:00,10194.64
2021-03-04 22:00,10347.56
2021-04-19 09:00,10399.29
2021-04-27 16:00,10295.30
2021-05-12 13:00,10346.78
2021-05-19 19:00,10243.31
2021-05-27 13:00,10140.88
2021-06-04 14:00,10191.58
2021-06-18 06:00,10089.66
2021-07-07 01:00,10140.11
2021-07-21 02:00,10190.81
2021-08-04 13:00,10343.68
2021-08-06 01:00,10240.24
2021-09-24 07:00,10137.84
2021-10-08 16:00,10289.90
2021-10-12 01:00,10444.25
2021-10-21 13:00,10339.81
2021-11-16 03:00,10236.41
2021-11-26 09:00,10134.05
2021-12-15 19:00,10032.71
2022-01-04 12:00,10183.20
2022-02-02 09:00,10234.11
2022-02-11 19:00,10131.77
2022-02-17 10:00,10030.46
2022-02-24 16:00,9930.15
2022-03-18 08:00,10079.10
2022-03-22 10:00,10230.29
2022-03-28 09:00,10383.74
2022-04-10 22:00,10435.66
2022-04-19 03:00,10592.20
2022-04-22 07:00,10486.28
2022-04-25 14:00,10381.41
2022-05-09 16:00,10277.60
2022-05-24 14:00,10431.76
2022-05-31 01:00,10327.44
2022-06-08 01:00,10482.36
2022-06-08 13:00,10639.59
2022-06-16 09:00,10533.20
2022-07-01 04:00,10585.86
2022-07-13 15:00,10744.65
2022-08-03 15:00,10798.37
2022-08-17 13:00,10690.39
2022-09-06 17:00,10850.75
2022-09-22 09:00,10742.24
2022-10-03 05:00,10634.82
2022-10-12 17:00,10794.34
2022-10-20 08:00,10956.25
2022-10-21 16:00,10846.69
