exit_date_utc,equity
start,10000.00
2023-11-06 21:00,9900.00
2023-11-15 09:00,9801.00
2023-12-01 19:00,9948.01
2023-12-08 15:00,9848.53
2023-12-14 01:00,9750.05
2024-01-03 15:00,9652.55
2024-01-26 02:00,9700.81
2024-03-04 15:00,9846.32
2024-04-02 23:00,9994.02
2024-04-09 10:00,10143.93
2024-04-15 15:00,10042.49
2024-04-17 17:00,9942.06
2024-04-22 04:00,9842.64
2024-05-09 21:00,9744.22
2024-05-20 06:00,9890.38
2024-06-07 13:00,9791.48
2024-06-21 16:00,9693.56
2024-07-05 13:00,9596.63
2024-07-08 16:00,9500.66
2024-07-11 13:00,9643.17
2024-07-17 01:00,9787.82
2024-07-19 14:00,9689.94
2024-08-02 15:00,9593.04
2024-08-12 16:00,9736.94
2024-08-22 15:00,9785.62
2024-09-12 14:00,9834.55
2024-09-25 03:00,9982.07
2024-09-26 14:00,10031.98
2024-10-15 17:00,9931.66
2024-10-30 02:00,10080.63
2024-11-22 02:00,9979.83
2024-12-13 09:00,9880.03
2024-12-31 16:00,9929.43
2025-01-16 16:00,10078.37
2025-01-30 16:00,10229.55
2025-02-05 16:00,10382.99
2025-02-11 13:00,10434.90
2025-02-25 16:00,10487.08
2025-03-18 09:00,10644.38
2025-04-03 00:00,10804.05
2025-04-03 11:00,10696.01
2025-04-30 13:00,10589.05
2025-05-15 05:00,10747.88
2025-05-29 11:00,10801.62
2025-06-06 15:00,10693.61
2025-06-24 01:00,10586.67
2025-07-10 07:00,10639.61
2025-07-17 13:00,10533.21
2025-07-25 09:00,10427.88
2025-08-28 12:00,10323.60
2025-09-01 03:00,10478.45
2025-09-05 15:00,10635.63
2025-10-06 00:00,10795.16
2025-10-16 14:00,10957.09
2025-11-11 02:00,10847.52
2025-12-22 22:00,11010.23
2025-12-29 16:00,10900.13
2026-01-23 20:00,11063.63
2026-01-30 10:00,10953.00
2026-02-24 15:00,11007.76
2026-03-03 12:00,11062.80
2026-03-20 19:00,11228.74
2026-03-23 15:00,11284.89
2026-04-29 14:00,11172.04
2026-04-30 09:00,11060.32
2026-05-06 06:00,10949.71
2026-05-15 10:00,10840.22
2026-05-28 17:00,10894.42
2026-06-08 02:00,11057.83
2026-06-14 23:00,11113.12
2026-07-03 02:00,11168.69
2026-07-21 07:00,11057.00
2026-08-19 14:00,11222.86
2026-08-28 17:00,11278.97
