exit_date_utc,equity
start,10000.00
2023-11-06 21:00,9900.00
2023-11-15 09:00,9801.00
2023-12-01 19:00,9948.01
2023-12-08 15:00,9848.53
2023-12-14 01:00,9750.05
2024-01-03 15:00,9652.55
2024-01-29 08:00,9556.02
2024-03-04 16:00,9699.36
2024-04-02 23:00,9844.85
2024-04-12 02:00,9992.53
2024-04-17 17:00,9892.60
2024-04-22 04:00,9793.68
2024-05-09 21:00,9695.74
2024-05-20 02:00,9841.18
2024-05-23 02:00,9742.76
2024-06-07 13:00,9645.34
2024-06-21 16:00,9548.88
2024-07-05 13:00,9453.39
2024-07-08 09:00,9500.66
2024-07-11 13:00,9643.17
2024-07-17 02:00,9787.82
2024-07-19 14:00,9689.94
2024-08-02 15:00,9593.04
2024-08-13 00:00,9736.94
2024-08-22 15:00,9785.62
2024-09-13 14:00,9932.41
2024-09-26 12:00,10081.39
2024-10-15 17:00,9980.58
2024-10-30 07:00,10130.29
2024-11-11 19:00,10282.24
2024-11-22 02:00,10179.42
2024-12-13 09:00,10077.62
2024-12-31 16:00,10128.01
2025-01-21 04:00,10279.93
2025-01-31 13:00,10434.13
2025-02-20 07:00,10590.64
2025-02-21 09:00,10484.74
2025-02-25 16:00,10379.89
2025-03-18 09:00,10535.59
2025-04-04 15:00,10588.27
2025-04-16 19:00,10747.09
2025-04-22 20:00,10800.82
2025-04-30 13:00,10692.82
2025-05-15 05:00,10853.21
2025-05-29 08:00,10907.47
2025-06-06 15:00,10798.40
2025-06-24 01:00,10690.42
2025-07-10 02:00,10743.87
2025-07-17 13:00,10636.43
2025-07-23 17:00,10689.61
2025-08-28 12:00,10582.72
2025-08-29 20:00,10741.46
2025-09-05 14:00,10902.58
2025-09-29 05:00,11066.12
2025-10-08 17:00,11232.11
2025-10-16 20:00,11400.59
2025-11-11 02:00,11286.58
2025-12-23 02:00,11455.88
2025-12-29 16:00,11341.32
2026-01-23 00:00,11511.44
2026-01-29 00:00,11684.12
2026-03-02 08:00,11859.38
2026-03-23 01:00,12037.27
2026-04-01 08:00,11916.90
2026-04-29 14:00,11797.73
2026-04-30 09:00,11679.75
2026-05-06 06:00,11562.95
2026-05-15 10:00,11447.32
2026-05-28 17:00,11504.56
2026-06-08 06:00,11677.13
2026-06-14 23:00,11735.51
2026-08-10 19:00,11618.16
2026-08-13 07:00,11676.25
2026-08-18 15:00,11559.49
2026-08-24 12:00,11732.88
