time,open,high,low,close
2023-08-30T14:00:00+01:00,1947.5095,1949.11,1942.12,1942.5385
2023-08-30T22:00:00+01:00,1943.705,1947.8235,1942.19,1945.825
2023-08-31T06:00:00+01:00,1945.85,1947.96,1943.1535,1945.87
2023-08-31T14:00:00+01:00,1945.89,1946.455,1939.0445,1940.21
2023-08-31T22:00:00+01:00,1939.895,1944.15,1938.25,1940.08
2023-09-01T06:00:00+01:00,1940.05,1953.095,1938.51,1949.955
2023-09-01T14:00:00+01:00,1949.96,1951.5565,1934.5035,1939.77
2023-09-03T22:00:00+01:00,1940.4515,1946.195,1939.4445,1945.1265
2023-09-04T06:00:00+01:00,1945.105,1946.3585,1939.9135,1940.02
2023-09-04T14:00:00+01:00,1940.025,1940.275,1936.8335,1938.37
2023-09-04T22:00:00+01:00,1938.525,1939.0135,1935.03,1938.5915
2023-09-05T06:00:00+01:00,1938.585,1939.05,1927.9865,1933.82
2023-09-05T14:00:00+01:00,1933.835,1934.295,1925.37,1926.105
2023-09-05T22:00:00+01:00,1926.02,1927.4,1924.2565,1927.31
2023-09-06T06:00:00+01:00,1927.34,1928.53,1922.6825,1923.26
2023-09-06T14:00:00+01:00,1923.25,1929.225,1915.3485,1916.71
2023-09-06T22:00:00+01:00,1917.2805,1920.76,1916.3315,1919.02
2023-09-07T06:00:00+01:00,1919.05,1923.645,1916.265,1923.275
2023-09-07T14:00:00+01:00,1923.28,1923.53,1917.2715,1919.67
2023-09-07T22:00:00+01:00,1919.605,1927.28,1919.3265,1924.58
2023-09-08T06:00:00+01:00,1924.595,1927.33,1920.4315,1920.4865
2023-09-08T14:00:00+01:00,1920.485,1929.76,1917.385,1918.9
2023-09-10T22:00:00+01:00,1920.3335,1926.81,1916.7345,1926.59
2023-09-11T06:00:00+01:00,1926.56,1930.7365,1924.295,1927.32
2023-09-11T14:00:00+01:00,1927.28,1930.185,1921.445,1922.4
2023-09-11T22:00:00+01:00,1922.34,1924.58,1920.39,1922.315
2023-09-12T06:00:00+01:00,1922.3365,1922.395,1908.5245,1909.815
2023-09-12T14:00:00+01:00,1909.775,1915.105,1907.6365,1913.605
2023-09-12T22:00:00+01:00,1912.4135,1913.89,1908.2465,1911.7185
2023-09-13T06:00:00+01:00,1911.7035,1914.5785,1905.7155,1912.35
2023-09-13T14:00:00+01:00,1912.365,1915.805,1907.8785,1908.29
2023-09-13T22:00:00+01:00,1909,1912.9835,1907.6335,1909.5135
2023-09-14T06:00:00+01:00,1909.53,1911.09,1901.19,1904.49
2023-09-14T14:00:00+01:00,1904.5,1912.1315,1901.0515,1910.775
2023-09-14T22:00:00+01:00,1910.945,1916.9,1909.8885,1916.1815
2023-09-15T06:00:00+01:00,1916.175,1920.605,1914.99,1917.16
2023-09-15T14:00:00+01:00,1917.18,1930.4565,1916.965,1923.83
2023-09-17T22:00:00+01:00,1924.26,1929.535,1922.5665,1928.235
2023-09-18T06:00:00+01:00,1928.2515,1930.72,1923.5965,1924.05
2023-09-18T14:00:00+01:00,1924.095,1934.315,1922.8315,1933.86
2023-09-18T22:00:00+01:00,1933.9,1934.65,1931.3515,1931.3515
2023-09-19T06:00:00+01:00,1931.34,1937.42,1929.8395,1935.8615
2023-09-19T14:00:00+01:00,1935.8415,1936.415,1929.82,1931.3
2023-09-19T22:00:00+01:00,1931.5485,1932.49,1928.5835,1929.7915
2023-09-20T06:00:00+01:00,1929.7815,1934.08,1928.005,1932.255
2023-09-20T14:00:00+01:00,1932.26,1947.465,1929.265,1930.4135
2023-09-20T22:00:00+01:00,1931.04,1931.5535,1924.245,1928.1085
2023-09-21T06:00:00+01:00,1928.1255,1930.57,1914.1635,1916.5735
2023-09-21T14:00:00+01:00,1916.5785,1923.845,1913.9415,1919.98
2023-09-21T22:00:00+01:00,1919.98,1925.56,1919.4435,1924.4435
