time,open,high,low,close
2023-08-30,1947.5095,1949.11,1942.12,1942.5385
2023-08-31,1943.705,1947.96,1939.0445,1940.21
2023-09-01,1939.895,1953.095,1934.5035,1939.77
2023-09-04,1940.4515,1946.3585,1936.8335,1938.37
2023-09-05,1938.525,1939.05,1925.37,1926.105
2023-09-06,1926.02,1929.225,1915.3485,1916.71
2023-09-07,1917.2805,1923.645,1916.265,1919.67
2023-09-08,1919.605,1929.76,1917.385,1918.9
2023-09-11,1920.3335,1930.7365,1916.7345,1922.4
2023-09-12,1922.34,1924.58,1907.6365,1913.605
2023-09-13,1912.4135,1915.805,1905.7155,1908.29
2023-09-14,1909,1912.9835,1901.0515,1910.775
2023-09-15,1910.945,1930.4565,1909.8885,1923.83
2023-09-18,1924.26,1934.315,1922.5665,1933.86
2023-09-19,1933.9,1937.42,1929.82,1931.3
2023-09-20,1931.5485,1947.465,1928.005,1930.4135
2023-09-21,1931.04,1931.5535,1913.9415,1919.98
2023-09-22,1919.98,1929.16,1919.4435,1925.23
2023-09-25,1924.955,1927.265,1915.205,1915.9685
2023-09-26,1916.1405,1916.835,1899.15,1900.75
2023-09-27,1900.6055,1903.9885,1872.6035,1875.17
2023-09-28,1875.375,1879.64,1857.7,1864.83
2023-09-29,1865.73,1879.92,1846.35,1848.63
2023-10-02,1848.24,1849.02,1827.225,1828.125
2023-10-03,1829.0985,1833.405,1815.39,1822.96
2023-10-04,1822.825,1830.75,1816.6335,1821.425
2023-10-05,1821.815,1829.25,1813.0695,1820.29
2023-10-06,1820.37,1834.89,1810.4465,1833.075
2023-10-09,1847.83,1863.5585,1844.2885,1861.3
2023-10-10,1861.7,1865.4685,1853.0565,1860.5
2023-10-11,1860.495,1877.25,1858.68,1874.3
2023-10-12,1875.07,1885.19,1867.97,1869.07
2023-10-13,1869.005,1933.16,1869.005,1933.06
2023-10-16,1928.9,1929.875,1908.235,1919.94
2023-10-17,1919.945,1931.6145,1912.4885,1923.15
2023-10-18,1923.34,1962.705,1922.9215,1947.63
2023-10-19,1947.8685,1977.73,1945.285,1974.5
2023-10-20,1975.055,1997.2985,1972.065,1981.225
2023-10-23,1967.77,1982.87,1964.425,1972.775
2023-10-24,1972.8595,1980.9,1953.603,1970.9
2023-10-25,1971.8635,1987.32,1963.063,1980
2023-10-26,1979.635,1993.5535,1971.81,1984.75
2023-10-27,1984.79,2009.55,1976.9135,2006.45
2023-10-30,2004.43,2006.95,1990.985,1996.055
