exit_date_utc,equity
start,10000.00
2023-09-14 14:00,9900.00
2023-09-21 01:00,9801.00
2023-09-27 12:00,10001.00
2023-09-29 07:00,9902.99
2023-09-29 12:00,10100.99
2023-10-02 10:00,10002.98
2023-10-06 16:00,9902.95
2023-10-12 13:00,9803.92
2023-10-20 08:00,10000.00
2023-10-23 15:00,9900.00
2023-10-30 09:00,9801.96
2023-11-03 13:00,9701.93
2023-11-03 15:00,9897.97
2023-11-07 12:00,9798.99
2023-12-01 16:00,9700.97
2023-12-05 23:00,9602.98
2023-12-07 15:00,9506.95
2023-12-13 20:00,9411.88
2023-12-21 14:00,9607.86
2023-12-28 10:00,9513.74
2024-01-03 14:00,9417.66
2024-03-08 14:00,9323.49
2024-03-18 20:00,9226.48
2024-03-20 21:00,9131.34
2024-03-21 09:00,9315.87
2024-04-04 07:00,9498.50
2024-04-12 13:00,9403.51
2024-04-12 13:00,9310.35
2024-04-19 02:00,9496.56
2024-04-19 03:00,9682.77
2024-04-22 02:00,9585.94
2024-04-22 04:00,9489.11
2024-04-24 01:00,9396.01
2024-05-03 13:00,9583.93
2024-05-07 08:00,9488.09
2024-05-17 14:00,9677.85
2024-05-22 07:00,9865.77
2024-05-22 19:00,9768.99
2024-05-29 15:00,9671.30
2024-07-02 14:00,9574.59
2024-07-24 13:00,9478.84
2024-07-25 01:00,9672.27
2024-07-25 13:00,9576.43
2024-07-31 02:00,9767.96
2024-08-01 09:00,9957.54
2024-08-05 06:00,10152.89
2024-08-05 07:00,10344.42
2024-08-07 02:00,10240.98
2024-08-23 15:00,10438.94
2024-08-29 09:00,10334.55
2024-08-29 09:00,10230.16
2024-09-06 14:00,10127.86
2024-09-12 15:00,10025.56
2024-09-12 18:00,9924.28
2024-09-18 19:00,9821.98
2024-09-27 13:00,10018.42
2024-10-01 07:00,10214.85
2024-10-01 09:00,10116.64
2024-10-04 13:00,10016.45
2024-10-07 13:00,9914.30
2024-10-17 13:00,10116.64
2024-10-23 12:00,10314.92
2024-10-31 11:00,10213.75
2024-11-01 18:00,10111.62
2024-11-06 01:00,10010.50
2024-11-07 03:00,9907.35
2024-11-13 16:00,10113.65
2024-11-21 18:00,10311.80
2024-11-25 00:00,10210.66
2024-11-26 00:00,10108.55
2024-11-27 14:00,10005.44
2024-12-02 16:00,9905.38
2024-12-18 20:00,10107.55
2024-12-18 21:00,10305.66
2024-12-30 12:00,10202.60
2024-12-31 17:00,10408.72
2025-01-02 11:00,10612.77
2025-01-13 10:00,10825.02
2025-01-14 09:00,10718.90
2025-02-02 23:00,10611.71
2025-02-12 02:00,10512.65
2025-02-12 14:00,10407.53
2025-02-28 19:00,10303.45
2025-03-03 15:00,10200.42
2025-03-05 18:00,10100.84
2025-03-25 15:00,9999.83
2025-04-02 23:00,10207.98
2025-04-03 11:00,10411.99
2025-04-03 14:00,10311.99
2025-04-04 03:00,10516.15
2025-04-04 11:00,10410.04
2025-04-11 01:00,10618.24
2025-04-16 16:00,10514.14
2025-04-30 13:00,10409.00
2025-04-30 16:00,10303.85
2025-05-06 15:00,10200.82
2025-05-19 08:00,10098.81
2025-05-29 00:00,9997.82
2025-06-11 13:00,10203.90
2025-06-24 04:00,10101.86
2025-06-25 19:00,10301.81
2025-07-07 03:00,10198.80
2025-07-10 15:00,10095.78
2025-07-15 16:00,9994.82
2025-07-28 08:00,9894.87
2025-07-29 08:00,9794.92
2025-08-01 13:00,9696.97
2025-08-01 14:00,9599.03
2025-08-06 11:00,9503.04
2025-08-11 12:00,9408.01
2025-08-14 13:00,9313.92
2025-08-22 04:00,9219.84
2025-08-28 11:00,9126.71
2025-09-02 10:00,9035.44
2025-09-17 19:00,9216.15
2025-09-17 19:00,9396.86
2025-10-09 15:00,9584.79
2025-10-10 16:00,9490.82
2025-10-15 16:00,9394.98
2025-10-28 15:00,9300.07
2025-10-30 13:00,9207.07
2025-11-03 15:00,9115.00
2025-11-14 12:00,9023.85
2025-11-26 19:00,8933.61
2025-12-03 13:00,8841.54
2026-01-07 02:00,9018.37
2026-01-16 16:00,8929.95
2026-01-20 05:00,8840.65
2026-01-22 01:00,9021.02
2026-01-25 23:00,9201.44
2026-01-27 17:00,9381.86
2026-02-06 01:00,9288.04
2026-03-02 08:00,9196.03
2026-03-11 15:00,9091.93
2026-03-26 18:00,8999.05
2026-04-01 00:00,8909.06
2026-04-17 13:00,8817.10
2026-04-17 21:00,8728.93
2026-05-15 01:00,8641.64
2026-06-05 18:00,8814.47
2026-06-24 09:00,8725.38
2026-07-15 18:00,8638.13
